"phone.ID","rating","color","typy","purchase.date","comment"
3323457,5,"亮黑色","iPhone 7","2016/10/29 9:08","速度很快，早上买下午就到，亮黑色的苹果官方店都没有，还比官方店便宜好多"
3323457,5,"亮黑色","iPhone 7","2016/11/2 1:16","屏幕会卡，摄像头反应超级超级慢，怀疑我买的有问题"
3323457,5,"亮黑色","iPhone 7","2016/11/11 5:48","觉得还是三星s7e好！！！！！！！！"
3323457,5,"亮黑色","iPhone 7","2016/11/17 16:35","没啥说的，从iPhone3GS开始用的，更新一代换一代，只是想体验顶尖科技而已， 据说7有电流声，可是我没听到，据说7是阴阳屏，我也没看出来。"
3323457,5,"亮黑色","iPhone 7","2016/11/9 15:06","神7在17号收到啦，非常准时，当天晚上就激活啦，挺好用的，暂时还没有发现什么问题，打得白条，分期付款，非常满意，希望京东一如既往，再接再厉，提供优质商品，优质服务"
3323457,5,"亮黑色","iPhone 7","2016/11/11 0:57","不知道是什么情况，居然会卡"
3323457,5,"亮黑色","iPhone 7","2016/11/11 8:29","包装太简陋了"
3323457,5,"亮黑色","iPhone 7","2016/11/12 23:40","一共在京东购买了两部，一部亮黑，一部玫瑰金"
3323457,5,"亮黑色","iPhone 7","2016/11/11 1:58","不错。 值得拥有，值得推荐"
3323457,5,"亮黑色","iPhone 7","2016/11/12 10:43","帮老婆同事买的，优惠很少。"
3323457,5,"亮黑色","iPhone 7","2016/11/4 9:55","很满意。 送货快 帮同事订的"
3323457,5,"亮黑色","iPhone 7","2016/10/10 21:49","规划和斤斤计较家家户户必备"
3323457,5,"亮黑色","iPhone 7","2016/10/28 12:24","苹果的产品质量，京东的服务质量都是杠杠的"
3323457,5,"亮黑色","iPhone 7","2016/11/11 0:40","还不错，不过拍照不咋地"
3323457,5,"亮黑色","iPhone 7","2016/11/11 10:10","很好，收货很快，包装完好，新机器。很值得购买，谢谢"
3323457,5,"亮黑色","iPhone 7","2016/11/11 0:41","特地用了一段时间再来评价的，iPhone7非常好用，不过亮黑色太容易刮花了，我才用了一天就有了一道划痕，心痛不已，不过确实非常漂亮！其他方面我就不多说了，苹果嘛，用户体验非常好，另外京东快递真的很快，双十一当天就给我送来了，真的是极速，在京东上买放心，有好的售后保障！附一张用iPhone7在学校拍的逆光～"
3323457,5,"亮黑色","iPhone 7","2016/11/11 11:33","终于收到货了，也终于出现这个黑了，对比一下巅峰的4，不由感叹。"
3323457,5,"亮黑色","iPhone 7","2016/11/11 0:15","好"
3323457,5,"亮黑色","iPhone 7","2016/11/11 0:50","质量不错，送货准时！"
3323457,5,"亮黑色","iPhone 7","2016/11/11 7:05","正品挺不错"
3323457,5,"亮黑色","iPhone 7","2016/11/8 22:53","双十一买的，用了十天了，说下感受亮黑色是惊艳，如果不戴套套，几天就惨不忍睹了！录像电流声果然和论坛说的一样，好像是通病，期待苹果后续解决！"
3323457,4,"亮黑色","iPhone 7","2016/11/9 23:58","别人用我号买的"
3323457,5,"亮黑色","iPhone 7","2016/11/5 8:24","东西还不错，质量挺好的，使用方便！"
3323457,5,"亮黑色","iPhone 7","2016/11/12 18:24","价格便宜，配送快，算下来便宜500块"
3323457,5,"亮黑色","iPhone 7","2016/11/18 5:18","东东不错，爱不释手，物流赞一个?"
3323457,5,"亮黑色","iPhone 7","2016/11/6 10:40","好"
3323457,5,"亮黑色","iPhone 7","2016/11/11 13:55","东西很不错 老婆很喜欢 真的"
3323457,5,"亮黑色","iPhone 7","2016/11/11 7:21","双11买的，有活动，是正品，满意！"
3323457,5,"亮黑色","iPhone 7","2016/11/2 8:29","黑亮色还是蛮酷的，跟前一代苹果区别不大，不过新系统在苹果产品之间互传资料方便很多"
3323457,5,"亮黑色","iPhone 7","2016/11/15 16:38","特别好用，非常好看。"
3323457,5,"亮黑色","iPhone 7","2016/11/17 12:15","不错！"
3323457,5,"亮黑色","iPhone 7","2016/11/11 8:15","正品行货，很不错"
3323457,4,"亮黑色","iPhone 7","2016/11/2 6:06","刚出来黑亮说的挺好，买后很容易挂花，用了一二天就那样了，不语"
3323457,5,"亮黑色","iPhone 7","2016/11/12 19:50","正品到货快"
3323457,5,"亮黑色","iPhone 7","2016/11/11 2:35","用了几天感觉确实不错，做活动时买的就是划算，希望价钱不要降的太快"
3323457,5,"亮黑色","iPhone 7","2016/11/17 20:48","还不错，第一次用苹果，希望不失望"
3323457,5,"亮黑色","iPhone 7","2016/11/11 9:54","用起来挺好的，第一次在网上买手机"
3323457,5,"亮黑色","iPhone 7","2016/11/2 1:04","一个字 快！一个字 好 ！信赖京东"
3323457,5,"亮黑色","iPhone 7","2016/11/12 8:49","使用感觉不错，手感很好，app运行速度较快，亮黑色的比较喜欢。不足之处是通话音质一般。"
3323457,5,"亮黑色","iPhone 7","2016/11/11 0:57","手机够好，反应速度快，指纹收集器！镜头有电流声，身边朋友的7都有电流声，应该算正常吧！"
3323457,5,"亮黑色","iPhone 7","2016/10/4 15:51","掉价太快了吧，掉价太快了了"
3323457,5,"亮黑色","iPhone 7","2016/11/11 13:48","苹果就是苹果，不管是款式还是功能都是比较先进的"
3323457,5,"亮黑色","iPhone 7","2016/11/2 4:55","确实不错"
3323457,5,"亮黑色","iPhone 7","2016/11/16 13:14","很好 不错。。。。。。。。。。。。。"
3323457,5,"亮黑色","iPhone 7","2016/11/17 13:11","正品，好用，继续京东的大件"
3323457,5,"亮黑色","iPhone 7","2016/11/10 21:46","京东的送货速度还是值得赞，手机刚使用，也不能对它的质量做出评价。"
3323457,5,"亮黑色","iPhone 7","2016/11/18 9:37","物流快"
3323457,5,"亮黑色","iPhone 7","2016/11/17 15:17","手机发货速度很快第二天就拿到了"
3323457,5,"亮黑色","iPhone 7","2016/11/2 2:24","好手机"
3323457,5,"亮黑色","iPhone 7","2016/11/17 22:08","速度快，听音乐超爽，其他还没发现"
3323457,5,"亮黑色","iPhone 7","2016/11/13 11:02","还在用 暂时没问题 物流很快"
3323457,5,"亮黑色","iPhone 7","2016/11/11 0:35","非常非常好，京东值得信赖。"
3323457,5,"亮黑色","iPhone 7","2016/11/17 17:39","感觉还可以，还在习惯中"
3323457,5,"亮黑色","iPhone 7","2016/11/10 13:16","好评"
3323457,5,"亮黑色","iPhone 7","2016/11/16 13:59","…………………………"
3323457,5,"亮黑色","iPhone 7","2016/11/11 2:50","不错，很满意，很信赖京东，好，快，省。"
3323457,5,"亮黑色","iPhone 7","2016/11/2 0:02","颜色比较特别，但是不耐脏。"
3323457,5,"亮黑色","iPhone 7","2016/11/11 7:46","好价，双十一价格给力。可惜抢不到7P"
3323457,5,"亮黑色","iPhone 7","2016/11/11 9:48","很不错。裸奔的效果最好 拉风。但是不要摔"
