"name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","playlists","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些"
"武侠音乐系列第二部","流水不争",1422489600,"",137240,3730,34,22,"[""怀旧"",""经典"",""影视原声""]",180,97,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"武侠音乐系列第一部","流水不争",1422489600,"",165048,4017,29,32,"[""怀旧"",""经典"",""影视原声""]",180,97,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"舞魂（恰恰桑巴舞曲）","_心燃",1444262400,"<b>介绍：</b>～舞动自己的世界～<br>",64699,908,12,10,"[""舞曲"",""快乐"",""运动""]",98,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"舞曲 ? 带感","--唯爱",1467158400,"",3721,39,1,0,"[""舞曲"",""兴奋"",""流行""]",2366,20,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"希腊语☆你为我点亮一盏灯","Katalaveno",1449273600,"<b>介绍：</b>Τ?ρα μαθα?νω ελληνικ?.<br>I am learning Greek now.<br>我在自学希腊语。<br>更新ing<br>",7399,181,10,11,"[""小语种"",""流行""]",122,30,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"稀有的【口哨】前奏，中文版","雨不飄",1490832000,"<b>介绍：</b>口哨前奏作为很容易感染情绪的随口消遣，在华语乐坛也一直得到巧妙的运用。其中有很多中文歌曲因为口哨的加入变得独特、情趣十足、令人印象深刻。口哨是一种独特的音乐表达，歌曲里加入口哨的元素，让歌曲更加丰富。很多歌曲听了好多遍，你也不会注意到它是口哨的前奏，仔细发现，歌曲中其实还有好多元素可以提取，一起来听听，希望这些多变的哨音给你不一样的感受<br>",5587433,73370,574,912,"[""华语"",""流行"",""快乐""]",14585,224,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"喜欢一个人静静的聆听––【德语抒情】","橙汁汽水加柠檬",1407628800,"<b>介绍：</b>常常独自静默，在密闭的房间里。窗帘下垂，没有多余的光线侵袭。仿佛不去看，就看不见；仿佛不去听，就听不到。内省的世界干净纯粹，回忆是一些零乱的情绪拼凑。<br>",55149,3010,23,33,"[""小语种"",""安静"",""放松""]",407,46,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"戏腔·古风","不知情从何处起丶",1483142400,"<b>介绍：</b>唯美古风·独特戏腔<br>以后我会慢慢更新.请大家多多支持<br>欢迎大家在评论区推荐歌曲，也可以让更多有缘人听到你喜欢的歌~<br>",2091378,68098,579,471,"[""华语"",""民族"",""古风""]",526,15,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"戏腔婉转了流年","鹿鹿鹿Luaaaa",1417305600,"<b>介绍：</b>带戏腔的古风歌030 懒癌晚期一定会努力补充歌曲的嘤（封图来自眠狼<br>",222321,7178,39,58,"[""古风"",""网络歌曲"",""ACG""]",51,7,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"细数不可错过的香水广告歌曲","-Headhunterz",1462924800,"<b>介绍：</b>当香水用音乐来表达，听觉与嗅觉的浪漫交汇；<br>1 Dior Homme 发布了一则男士香水广告《Genesis》。短片截取了蒸馏、萃取、装瓶等步骤的短暂瞬间，用极富艺术魅力的表现手法告诉人们这一滴入魂的魅力—它是来自于复杂工艺和时间沉淀的奢侈；<br>2 香奈儿5号；<br>3 AEX男士香水广告曲；<br>4 香奈儿；<br>5 娇兰小黑裙系列淡香水广告；<br>6 Dior Homme·迪奥桀骜男士古龙淡香水；<br>7 (Dior Homme) 2010秋季男士淡古龙香水广告；<br>8 迷尚香水广告；<br>9 John Galliano “Parlez-Moi d'Amour”淡香水；<br>10 Dior魅惑香水广告；<br>11 Flora by Gucci 花之舞 香水广告；<br>12 09年香奈儿五号香水广告；<br>13 香奈儿；<br>14 爱马仕Eau Des Merveilles橘采星光女士香水；<br>15 axe香水?；<br>16 Mr. Burberry 博柏利先生男士香水系列；<br>17 YSL黑鸦片香水广告；<br>18 迪奥甜心淡香水2009新香水广告；<br>19 2014迪奧Dior J'adore香水；<br>20 Miss Dior花漾甜心淡香水；<br>21 五号香水广告；<br>22 Lacoste Pink香水广告；<br>23 La coste香水广告；<br>24 2014年香奈儿coco广告；<br>25 Alien梦幻香水广告；<br>26 2011 Valentina华伦天奴香水广告；<br>27 2011 Dior 真我香水广告；<br>28 兰蔻 Lancome o oui(是我)香水广告主题曲；<br>29 Dior 真我；<br>30 香奈儿COCO小姐香水广告；<br>31 三宅一生 (Issey Miyake) 云滴 (A Drop of Cloud) 香水；<br>32 Flower by KENZO 香水；<br>33 2009coco代言的YSL（伊夫圣罗兰）香水；<br>34 2008gucci by gucci香水广告；<br>35 阿玛尼香水广告歌曲?；<br>36 Burberry Body巴宝莉灵魂女士香水；<br>37 Nina Ricci红苹果香水；<br>38 2011香奈儿Chance Eau Fraiche邂逅香水；<br>39 舒淇 Flower by KENZO 香水广告；<br>40 2015年Dior J’adore 香水广告花絮；<br><br>",129757,5662,49,68,"[""流行"",""清新""]",22135,93,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"西班牙古大提琴 Jordi Savall","yuyaran",1400198400,"<b>介绍：</b>西班牙大提琴家、维奥尔琴演奏家、指挥。1941年出生于巴塞罗那。1959-1965年在巴塞罗那音乐学院学习大提琴。此后改学早期音乐，1974年他与妻子女高音歌唱家菲格拉斯以及朋友，共同创建了乐队Hespérion XX，演奏中世纪、文艺复兴及巴洛克时期的音乐作品，受到音乐界好评。<br>",47692,4311,53,22,"[""小语种"",""古典"",""器乐""]",7720,154,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"西风涟漪不相识","客行云乐",1467936000,"",994,63,4,0,"[""轻音乐""]",9273,611,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"西语-拉美风情?","爱刘嘎嘎爱皇马",1436486400,"<b>介绍：</b>跟着节奏一起跳舞吧，shake ur butt?<br>",6139,61,3,6,"[""小语种"",""快乐"",""雷鬼""]",467,27,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"侠盗列车：圣安地列斯 电台原声","宅博士",1389657600,"<b>介绍：</b>这里是圣安地列斯的官方电台原曲大碟！官方版本阉割掉了一些好听的歌曲。欢迎收听作者补全的电台歌单，歌曲顺序与游戏原电台同步！<br><br>1. Playback FM（1-8）<br>2. Radio Los Santos（9-17）<br>3. K-Rose（18-32）<br>4. Bounce FM（33-47）<br>5. K-DST（48-63）<br>6. Master Sounds FM（64-79）<br>7. CSR（80-95）<br>8. K-Jah Radio West（96-111）<br>9. Radio X（112-126）<br>",74065,3445,21,65,"[""欧美"",""影视原声"",""游戏""]",589,61,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"夏 日 同 居 生 活","朝阳王祖贤",1468022400,"<b>介绍：</b>喜欢的歌儿要和喜欢的人一起听<br>",60810,2318,43,66,"[""另类/独立"",""快乐"",""电子""]",8764,39,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"夏日微风｜听星星闪烁的声音","阿卡琳",1494374400,"<b>介绍：</b>初夏的燥热，在夜晚来临后化作徐徐清风。繁星爬满夜空，耳边是风铃与蝉鸣。<br>本歌单与「从清晨到夜幕」对应，是从星星布满天空到太阳即将升起（见封面）。<br><br>歌单由四个部分组成：<br><br>① 躺在草地上听星星闪烁；曲风以神秘灵动为主，表现在星空下的所见所感。<br>② 渐入梦乡的蝉鸣与迷离；曲风以温柔安静为主，表现将睡未睡的迷幻感。<br>③ 坠入梦中的星尘与光辉；这一段主要表现思绪在星空中穿梭，浪漫与新奇并存。<br>④ 天渐明时的流水与清风；从迷糊的状态中逐渐醒来，身边是初夏的味道。<br><br>封面来源 P站 id = 39622773 ，原图请参见动态。<br>",299231,7881,88,93,"[""日语"",""轻音乐"",""ACG""]",12809,43,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"弦乐四重奏精华名作","时间某处",1402099200,"<b>介绍：</b>① 海顿D大调第53号《云雀》<br>② 海顿降B大调第4号《拂晓》<br>③ 贝多芬F大调第16号<br>④ 舒伯特d小调第14号《死神与少女》<br>⑤ 勃拉姆斯降B大调第3号<br>⑥ 柴可夫斯基D大调第1号<br>⑦ 德沃夏克F大调第12号《美国》<br>⑧ 德彪西g小调<br>⑨ 拉威尔F大调<br>⑩ 鲍罗丁D大调第2号<br>",165856,12259,146,72,"[""古典""]",18754,168,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"仙儿排骨老干妈","崔大哔--",1449273600,"<b>介绍：</b>欢迎李常超（Lao 干妈）入驻网易云 偷偷承包超超哥哥（熊猫坐木马.gif）<br>",562349,18271,87,203,"[""华语"",""古风""]",85,3,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"乡村蓝调","双鱼脆脆",1474675200,"<b>介绍：</b>其实这个蓝调专辑不是我一贯喜欢的风格，只为弄清楚乡村蓝调到底有什么特征，我的结论很简单粗暴：一个地道的乡村嗓<br>",1552,41,1,0,"[""蓝调""]",7401,146,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"乡村选集 I 吉他的扫弦声与麦草绿的风","ChrisZen",1465344000,"<b>介绍：</b>自用 I 乡村，民谣参半。<br><br>以BBM的插曲作为intro，<br>Chet大师的instrumental country作品作为outro。<br><br>欢迎收听。<br>",914082,17662,205,118,"[""乡村"",""欧美"",""民谣""]",25392,27,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"香港爱情故事（粤语）","ceth",1367280000,"",668054,9486,102,48,"[""流行"",""治愈"",""粤语""]",14895,236,"否","否","否","否","否","否","否","否","否","是","否","否","否","否","否"
"想听逼哥就去吧，孩子。","李痔",1433980800,"<b>介绍：</b>每一首都应当被尊重。<br>",533814,8611,203,263,"[""华语"",""民谣"",""孤独""]",1862,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"像极了Tobu的肆虐电音","JASON的飯特稀",1428192000,"<b>介绍：</b>Progressive House风格一网打尽<br>其他争吵评论一概删除<br>",485838,13018,183,231,"[""欧美"",""电子""]",10315,42,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"逍遥骑士","蛋蛋拌疼疼",1466726400,"<b>介绍：</b>略<br>",477,22,1,3,"[""影视原声""]",2002,103,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"逍遥小枫的bgm","孤逸居士v小小罗波头",1462665600,"<b>介绍：</b>虽然本人不是逍遥小枫的粉丝，但由于我弟弟是，他一直要我建一个，我就勉为其难，但我知道的不多，麻烦各位告知几首，谢谢了。<br>",63557,2607,21,120,"[""游戏"",""放松"",""安静""]",54,14,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"小调｜风很清澈 从头到脚都很快乐","Justin_Timberlake",1457654400,"<b>介绍：</b>清爽小调，吹着微风，整个人都很愉快。<br><br>没有什么过不去的，一起高兴起来吧！<br><br>2016.03.11 by:Justin_Timberlake<br><br>————————————————————————<br>如果每件让你不开心的事都计较，这个世界上就没有快乐的人了，所以我们都要学着让自己甩掉旧的烦恼，迎接新的明天。现在就来听一首能量满满的歌吧，把坏情绪一瞬间赶跑！<br><br>2016.4.14 by云音乐小秘书<br>",2052090,41495,510,433,"[""欧美"",""流行"",""快乐""]",29059,24,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"小酒馆一天的醉人曲调精选~","休陨册",1428105600,"<b>介绍：</b>一杯美酒，配上一支小调，一份欢快，搭上一身惬意，在昏暗灯光下的一个又一个午后，美美地醉醉地睡去。顺序由开业到打烊ヽ(??ω?? )ゝ（图为左拉《小酒店》一书封面）<br>",324864,8320,187,129,"[""怀旧"",""世界音乐"",""浪漫""]",16970,66,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否"
"小马宝莉－原声带－全歌词23首金曲","MlpMinecraft",1407542400,"<b>介绍：</b>最近比较懒 学习中@_@<br>",71927,2527,20,73,"[""清新"",""快乐"",""欧美""]",49,8,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"小时候看的那些电视剧歌曲","倾心汝之恋0719",1434931200,"<b>介绍：</b>2010年以前看的一些电视剧，存起来，值得回忆（大部分歌曲暂缺，原因你们懂的）封面：张智霖版《白发魔女传》剧照<br>",315767,3139,49,55,"[""怀旧"",""经典"",""流行""]",8600,24,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","是"
"小提琴也能如此动感～Oh yeah","凌霄峰",1411430400,"<b>介绍：</b>小提琴，I like it!<br>",40700,960,9,19,"[""器乐"",""欧美"",""摇滚""]",35,3,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"小语怡情の西语","yuvia",1371081600,"",76204,2324,28,33,"[""小语种"",""夜晚"",""浪漫""]",131,28,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"小语种尊巴抖腿有氧运动健身跑步印度歌单","密斯特温",1432771200,"<b>介绍：</b>舞曲向来是印度的拿手好戏，列表大部分选择印度歌舞电影原声。现在的印度音乐大师们在时尚的电子流行元素中加入了民族特色的乐器和唱腔，雨水交融间产生了丰富的化学反应。健身教练们，赶快选几首加入您的课程中吧，无论是肚皮舞，有氧健身操，还是动感单车。里面的音乐能为您的课程增加亮点！<br>",37647,453,4,5,"[""小语种"",""运动"",""电子""]",3289,174,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"邪恶力量 Supernatural","然小小",1425859200,"<b>介绍：</b>邪恶力量 SPN里出现过的以及其他相关的歌曲大合集！精选的部分在Favorites about SPN这个歌单里~<br>",124489,5652,100,272,"[""欧美"",""摇滚""]",51,24,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"写入人心的［那些民谣］","那有一只长颈鹿",1433894400,"<b>介绍：</b>希望每个人找到自己的故事<br>",201584,2611,25,32,"[""民谣""]",35,20,"否","否","否","否","否","否","否","否","否","否","是","否","否","否","是"
"新世纪驰放音乐①","pure日月",1431043200,"<b>介绍：</b>另类音乐之美，新世纪音乐。<br>",53105,2741,23,38,"[""New Age"",""轻音乐"",""午休""]",24864,201,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"新世纪电子Bella Sonus - Enamoured","-天籁梵音",1411171200,"<b>介绍：</b>Bella Sonus - Enamoured - 2000<br>",44153,3103,18,10,"[""电子"",""New Age""]",3769,582,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"星辰海洋，耳畔吟唱","olly的牙缝",1470700800,"<b>介绍：</b><br>撒满星光的夜空，<br><br>包罗万千的海洋，<br><br>流淌在你的耳畔，<br><br>静静地为你吟唱，<br><br>星辰海洋，耳畔吟唱<br>",218881,3867,63,115,"[""欧美"",""另类/独立"",""清新""]",33522,69,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"性的文化藝術性","i9xx",1452470400,"<b>介绍：</b>我通过我的灵魂与肉体得知，堕落乃为必需。我必然经历贪欲，我必然去追逐财富，体验恶心，陷于绝望的深渊，并由此学会去抵御它们。——黑塞《悉达多》<br>",364860,7279,268,503,"[""电子"",""夜晚"",""安静""]",7454,37,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"性冷淡风女声集，你的声音在心中化开。","徊梦",1466467200,"<b>介绍：</b>该如何去形容我心中这些性冷淡女声呢？<br>像是赴约一场冷酷仙境。<br>高冷略带些疏离，自带禁欲气质，却又风情万种，惑人心。<br>短短的25首女声，只为耳酥，一个阶段，一种心情，一种听觉，符合此时感觉，即是好曲。<br><br>最近这半年来一直都承担着太大的压力，在每个工作到深夜回家的日子里，偶尔会停下来脚步，望着远处的小蛮腰，告诉自己为了想要的生活，努力坚持。<br>当你身心疲惫时，把耳朵和内心世界交给音乐。<br>Life is hard,Music is good.<br>",1586906,30703,603,579,"[""欧美"",""性感"",""地铁""]",27973,75,"否","否","否","否","否","否","否","是","否","否","否","否","否","否","否"
"秀场BGM","蓝蓝璐教主",1430870400,"<b>介绍：</b>这里是一些适合走秀，或者是一些在秀场上使用过的音乐。凭自己口味添加。<br>",710464,27214,439,286,"[""欧美"",""另类/独立""]",24013,24,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否"
"许你一场世纪婚礼——我们结婚吧","Sallii",1430352000,"<b>介绍：</b>无论你是单着，还是即将步入婚姻殿堂，请在此刻闭上眼睛。 静静聆听，心就会盈满幸福。主欧美风，收录了上个世纪的经典婚礼进行曲，钢琴曲，也有现代的流行乐曲。或隆重庄严，或深情浪漫，或轻快活泼，或欢乐动感。2016.2.14更新虐狗<br>",136347,3161,33,37,"[""欧美"",""浪漫"",""经典""]",12,16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"许巍&amp;朴树 精选","安住28",1426291200,"<b>介绍：</b>自己最喜欢的两位歌手，有些歌曲估计会影响我一生……<br>",281821,4304,45,52,"[""华语"",""清新"",""感动""]",84,43,"否","否","否","否","否","是","否","否","否","否","否","否","是","否","否"
"旋风管家1","ys-l",1401840000,"<b>介绍：</b>旋风管家1<br>",9188,325,4,3,"[""日语"",""ACG""]",1195,138,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"旋律美到爆的维京 民谣金属","Mithotyn",1445558400,"<b>介绍：</b>没有太细分，主要是因为维京只是一种题材，并没有固定的曲风，这里面收录的维京主要以偏民谣金属的曲风为主，找了些旋律好听的<br>",42921,2707,39,28,"[""金属"",""快乐""]",457,7,"否","否","否","否","否","否","否","否","否","否","是","否","否","否","否"
"旋死翻唱，我甩我疯狂","帅到掉渣",1449446400,"<b>介绍：</b>旋律死亡金属翻唱合集，大牌云集，翻唱的曲目也是来源于各种风格音乐流派，好多熟悉的经典曲目被稍稍改编后再配上旋死的唱腔，就完全变味了，不过我喜欢这种改变。<br>",28365,1609,16,30,"[""欧美"",""金属"",""兴奋""]",16887,314,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"学习时听的德语歌","乐天R9",1384214400,"<b>介绍：</b>也算是留德有些日子了，多少遇到了些事儿，单子里不少歌是挺适合单曲循环的，撑不住了就听听，再坚持一下，什么都会好起来的。<br>",157953,7636,64,58,"[""小语种"",""学习"",""欧美""]",38,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"雪域藏歌试音碟","琴音漫夜",1393372800,"<b>介绍：</b>神圣的雪山翱翔的雄鹰，赋子蒙藏人民深厚的音乐底蕴，淳朴的他们在辽阔的草原上，感叹自然、赞美生命、诉说爱情，体会那份独有的情结和苍茫的美丽。古老文明的草原印记，养育着生生不息的人们，他们洋溢着独特的民族艺术气息，他们全情唱响，他们唯美的歌声飘荡星斗满天的苍穹之中。<br>",99509,2356,23,30,"[""性感"",""民族"",""清新""]",507,418,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"血槽已空、那些治愈美少年","怠惰少女今天也很招黑",1428796800,"<b>介绍：</b>?感谢点开播放的小天使啊。全单私心向希望你们能扫到喜欢的歌(○′?д?)?<br>?TC封面只是因为喜欢啊www，其实一开始考虑到是个爱豆单我放的是北斗初始4星啊！！<br>?这个单不治愈，毕竟两年了噫画风跑偏。主男子声优、唱见天使。<br>",366297,20514,99,779,"[""ACG""]",1202,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","是"
"寻秦记原声配乐","樂無216",1421971200,"",118170,2467,39,105,"[""怀旧"",""80后"",""经典""]",27,35,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"寻一处僻静角落听大叔弹唱","泥娃娃Doll",1469836800,"<b>介绍：</b>简介：侵入骨子里的绅士风度孕育出的大叔嗓，特色鲜明的嗓音仿佛每个人都向我们打开了一个不一样的世界。<br>",1298881,33819,601,302,"[""欧美"",""怀旧"",""R&amp;B/Soul""]",512,23,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"牙买加：雷鬼的天堂","墨_小宝",1429056000,"<b>介绍：</b>雷鬼乐是早期牙买加的流行音乐之一，它不仅融合了美国节奏蓝调的抒情曲风，同时还加入了拉丁音乐的热情。另外，雷鬼乐十分强调vocal的部份，不论是独唱或合唱，通常它是运用吟唱的方式来表现，并且藉由吉他、打击乐器、电子琴或其他乐器带出主要的旋律和节奏，当然你还会发现电贝斯占了重要的比例<br>",47839,1116,18,10,"[""雷鬼"",""欧美"",""经典""]",61610,177,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"牙买加雷鬼","爵士当铺",1438128000,"<b>介绍：</b>牙买加是加勒比海中最着名的岛屿之一，这都得要感谢其世界着名的海滩、名胜、阳光、莱姆酒，当然还有它的雷鬼音乐。亚买加的雷鬼音乐是二十世纪最有影响力的音乐之一，热情的音乐、强烈的节奏、自由的风格，绝对是一张解放你束缚已久心灵的音乐。让我们随着雷鬼音乐轻快的节奏摆动吧！<br>",4904,95,1,1,"[""旅行"",""雷鬼"",""世界音乐""]",9461,83,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"亚麻长发精灵与游吟诗人（中古民谣）","奔向乌龟壳的永永酱",1433894400,"<b>介绍：</b>那个有三一律，高乃依的年代，狂飙突进的运动，还有阳光下，拖曳着长裙，从树林中跑出的精灵，她有着亚麻色的头发，棉布材质的可人，还有，不远处，那位披头散发的诗人，那个年代似乎总要和一些好听的地名紧密相连，斯德哥尔摩，哥廷根，好像大地飞花，你在眼前<br>",87090,4535,49,78,"[""小语种"",""欧美"",""古典""]",684,127,"否","否","否","否","否","否","否","否","否","否","是","否","否","否","否"
"亚索拔刀专用曲（耳机更佳放心食用）","叫俊哥英俊的俊大哥的哥",1450915200,"<b>介绍：</b>进一刀,退一刀,吾之一刀,谁敢挡刀,生也杀,死也杀,无名皆杀,无人不杀。路漫漫其修远兮，吾将上下而求索（耳机听更佳放心食用）<br>",168229,6452,20,52,"[""游戏"",""舞曲"",""兴奋""]",26,12,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"烟熏女嗓，开口即爱上","冰之启吾",1446508800,"<b>介绍：</b>独爱的烟熏女嗓，磁性，慵懒，迷人… 就是好这口，戒不掉的瘾~<br>",1970360,37884,575,459,"[""欧美"",""流行"",""性感""]",11926,88,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"演绎肖邦的神级别人物-空灵爱波利尼的肖邦","有梦人生不觉寒",1422403200,"<b>介绍：</b>当今演绎肖邦的第一人，他说第一没人敢说第二！以“砸钢琴”演奏闻名世界。强烈推荐他的肖邦练习曲。他当年获得肖邦钢琴大赛第一名之后，寻访各路名师，闭关修炼十年，真是高风亮节呀。复出之后其技艺意见炉火纯青。其技巧亦达到了无懈可击的地步，真乃把如风如月如雾的肖邦音乐展现给大家的第一人！<br>",288601,20148,161,129,"[""浪漫"",""古典"",""钢琴""]",25904,107,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"阳炎计划【全26曲】","栗楠茜",1396483200,"<b>介绍：</b>jin创作的一系列歌曲，先后改编成小说、动画化，动画名《目隐都市的演绎者》，不少歌毒性都很强<br>",239955,18971,86,186,"[""日语"",""ACG"",""电子""]",114,7,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"阳炎TV版插入曲、官方翻唱","御子咧",1407196800,"<b>介绍：</b>等啊等~~~最喜欢LiSA版的headphone actor有木有同好～<br>",71417,4370,9,46,"[""日语"",""ACG"",""翻唱""]",11160,69,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"陽炎Project専属","莲爸和96猫丿痴汉-马口铁毒发",1439683200,"<b>介绍：</b>〖阳炎Project〗系列一共有22首歌曲。这22首歌曲牵扯了一群人，牵扯出了一系列的故事。。。。另外还有小说和动画以及漫画哦！！希望大家能爱上阳炎中的每一个角色！！<br>",61810,2948,12,73,"[""日语""]",2545,45,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"养肌场的电音节奏氮泵","敏哥大战僵尸_apk",1393632000,"<b>介绍：</b>音乐氮泵<br>",371236,7151,76,66,"[""运动"",""酒吧"",""兴奋""]",94,6,"否","否","否","否","否","否","是","否","否","否","否","否","否","否","否"
"摇滚民的民谣滚","一三王月关",1407801600,"<b>介绍：</b>别他妈废话了，把自己塞进耳机。<br>",37903,755,11,27,"[""摇滚"",""民谣"",""孤独""]",10140,2,"否","否","否","否","否","否","否","否","否","否","是","否","否","否","否"
"摇滚穷三代，民谣毁一生","可惜我是水瓶座i",1433808000,"<b>介绍：</b>若我站在朝阳上<br>能否脱去昨日的惆怅<br>单薄语言能否传达我所有的牵挂<br>若有天我不复勇往 <br>能否坚持走完这一场<br>踏遍万水千山总有一地故乡<br>-《历历万乡》<br>",274313,3282,55,127,"[""民谣"",""摇滚"",""华语""]",74,21,"否","否","否","否","否","否","否","否","否","否","是","否","否","否","否"
"摇滚中国1000首","耳朵冒烟",1406505600,"<b>介绍：</b>量变是否会质变？<br>",489403,7511,86,176,"[""华语"",""摇滚"",""经典""]",4403,230,"否","否","否","否","否","否","否","否","否","否","否","否","否","是","否"
"摇滚Live也可以温柔到骨子里","不再扎马尾",1427241600,"<b>介绍：</b>摇滚的生命在现场。当你从耳机里听到的摇滚，变成现场Live演绎的时候，你才知道，这一刻真的叫做心灵释放。然而摇滚现场不只是躁，降噪的摇滚Live更能让你细细体会歌曲的情感。<br><br>这种体验不同于以往的激情现场，更多的是一种情感的倾诉，你能真切地感受到音乐从耳朵流到内心的过程。这种喧嚣后的安静可以穿过骨头抚摸你，不知什么时候会响起的掌声、尖叫、欢呼、合唱会让你如同置身现场。<br><br>所以，先暂时松开一下你的拳头，不妨托着下巴来听听这些温柔的Live，感受一下柔软中翻滚的力量吧！<br>",3898460,58596,984,885,"[""摇滚"",""欧美"",""治愈""]",26212,128,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"夜店【 DJ 魔音 】 Club ?","Umid_节奏疯",1424908800,"<b>介绍：</b>DJ是Disc Jockey的缩写，也就是打碟工作者，而并不是指那些电子音乐或电子舞曲。<br>",242174,2799,59,28,"[""电子"",""舞曲"",""世界音乐""]",17333,35,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"夜店摇头必备嗨曲","这条平凡的狗_QwQ",1461628800,"<b>介绍：</b>夜店摇头嗨曲…<br>嘘…<br>请不要把抖腿的事说出去…<br>欢迎收藏…<br>持续更新中…<br><br>我的心愿是…世界和平…<br>",5800238,112893,1872,527,"[""酒吧"",""电子"",""欧美""]",40211,62,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"夜黑了，我们各自孤独。","徊梦",1413504000,"<b>介绍：</b>疲惫的夜，还是这样赤裸裸的一个人躲在暗夜深处。<br>夜越黑，越清醒。<br>不知不觉，那半包烟，最后一根在手指间烟雾缭绕。<br>一吞一吐间，真实而安宁，温度刚好。<br>现在的处境，只能如此行进，别无出路。<br>自爱和自虐，一念之间。<br>你很清醒，你知道你要的是什么，更知道你此时在做什么。<br>",38067,757,38,55,"[""欧美"",""另类/独立"",""地铁""]",27973,75,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"夜用东方(∪?∪)???zzz","急速下落的切糕",1412467200,"<b>介绍：</b>（9.3更新）先说一下这是从我歌单里面节选的一些平稳安静的乐曲，所以有很多歌都是重复的啦，如果有哪首歌曲风格不统一深感抱歉，提醒我的话我会尽快换几首更棒的，以上，各位晚安～<br>",265543,21193,105,245,"[""夜晚"",""ACG"",""放松""]",5021,56,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否"
