"name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","playlists","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些"
"- Dance with me.","MONSTER-CAT6",1393545600,"<b>介绍：</b>欧美流行舞曲。<br>",248047,2134,39,52,"[""欧美"",""驾车"",""舞曲""]",5974,22,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"- Russian","LavidaLoca_z",1404691200,"<b>介绍：</b>边听边学俄语.<br>",69769,1464,13,15,"[""小语种"",""午休"",""流行""]",17163,128,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"-夜-車-歌-","玛丽锁链是耶稣",1463529600,"<b>介绍：</b>今天我感到非常烦闷<br>我想念你<br>我想起夜幕降临的时候<br>和你踏着星光走去<br>想起了灯光照着树叶的时候<br>踏着婆娑的灯影走去<br>想起了欲语又塞的时候<br>和你在一起<br><br>你是我的战友<br>因此我想念你<br>当我跨过沉沦的一切<br>向着永恒开战的时候<br>你是我的军旗<br><br>- -王小波《爱你就像爱生命》<br><br>此单适合挤地铁时听，适合看车窗外呼啸而过的夜景，适合独处，适合隔绝世界和人群，适合享受孤独并沉湎于此。<br><br>歌单风格：<br>shoe gazing 、Brit pop、Dream-pop、Indie Rock 、Indie Electronic 、Alternative Rock 、Indie pop 、Synth pop、Lo-Fi、Glam Rock、Post Punk<br><br>封面图来自摄影师Louis Hvejsel Bork | 夜色迷离<br>",311920,10256,216,201,"[""夜晚"",""另类/独立"",""英伦""]",8237,51,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"：GOD'S DEATH 888【T% RAP】","YOUNG-RICH-WORLD-PEACE",1421798400,"<b>介绍：</b>此歌单非常的躁动与迷幻 备 ：Rap Music 和 Trap Music 将会带你进入一个不一样的音乐世界<br>",250759,3815,65,60,"[""欧美"",""流行"",""说唱""]",277,8,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"??节奏狂??","-Fat1me",1484006400,"<b>介绍：</b>节奏感十足 *<br>",53208,350,11,9,"[""欧美"",""雷鬼""]",1595,25,"否","否","否","否","否","否","是","否","否","否","否","否","否","否","否"
".孤独患者的深海【一】","-单衣试酒-",1443052800,"<b>介绍：</b>本歌单第二辑已整理完成。喜欢这种风格的朋友们也可以去【纯音|孤独患者的深海二】试听一下~熟悉的味道，同样的选择。 <br><br>请送我一朵深海玫瑰，从此便沉入寂静的岁月。 请吻我以清晨的露水，扬起手挥别昨日再梦回。 <br>今天看到建安文学的时候忽然是如此思索，正因为风衰俗怨，战乱流离，建安的文人格外悲叹生命的短促，离愁别绪都显得气度小了，和更广阔的生死、战争、帝国相比，临高峰而望，旌旗千里，古有楚臣去境，汉妾辞宫，或负戈外戍，杀气雄边。和苍茫的天地时空一比，人也就不知不觉惶恐了起来，仿佛那吹过白骨朔蓬金戈铁马的风又裹着着笛音风沙吹到手边，便忽然明白了千年前的人如是说到，人生天壤间，忽如飞鸟栖孤枝。 <br>悲凉而慷慨，惜已成了书上粗糙的记载，都老了，抹上了风沙的锈迹。 <br><br>然而孤独竟如此不可避免了么。今日必有一渺小谢如我渐行渐远，他日原地也必迎来一相似的孩童，生命于是轮换不息，一切都将流传，不会死去的只有时间和文字。踽踽于这人世，又怎么会惧怕生死疲劳。<br>",478689,11875,193,202,"[""孤独"",""轻音乐"",""钢琴""]",865,22,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"·?摇摆摇摆回响(dub)雷鬼(reggae)斯卡(ska","兔叔与六鞭尸",1412208000,"<b>介绍：</b>(Reggae)Swing swing swing,wolalalalala.....<br>",51713,1011,20,10,"[""雷鬼"",""世界音乐"",""拉丁""]",4350,118,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"·老司机永不翻车·","Miirzat",1433808000,"<b>介绍：</b>歌单每天都更新。<br>",284489,3429,48,23,"[""欧美"",""摇滚"",""驾车""]",711,27,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"“对不起，我是活在二次元的女孩……”","我眼睛会发光i",1455494400,"<b>介绍：</b>『ACG女毒精选』世上最远的距离，无非是我对着屏幕上的你伸出手，你却强忍着哭泣说：“对不起，我是活在二次元的女孩……”<br>在每个喜欢着二次元的人心中，都有着那份属于自己来自二次元的感动吧<br>",5244,145,13,7,"[""日语"",""ACG"",""治愈""]",10674,34,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"(≧?≦)你们还有二胡版？！","浜野澄瞳",1400976000,"<b>介绍：</b>各种熟悉的歌，用二胡演奏！体会不同的韵味！<br>",32288,800,25,34,"[""民族"",""器乐"",""轻音乐""]",1555,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"（经典）欧美大咖","时光回音",1452556800,"<b>介绍：</b>【想听欧美歌曲？一单就够了！】欧美歌曲大亨，欧美大牌金曲全收录，本人多年听欧美歌曲精选，收藏有各种形势的曲风，请您细细品尝！（本单持续更新）<br>本单为欧美歌的总单，各种曲风均有收藏，具体曲风细分已经完成，分类详见点头像进入欧美区的分类单，感谢大家长久以来的鼎力支持！~\(≧▽≦)/~ 封面：瑞典小仙女frida（原图动态有）<br>",2482873,51231,477,646,"[""欧美"",""流行"",""怀旧""]",2499,123,"否","否","是","否","否","否","否","否","是","否","否","否","否","否","否"
"［ 温柔呢喃 ］ | 嚼了棉花糖一样甜软","呐呐呐酱",1455667200,"<b>介绍：</b>polly简直是温柔男友声音标配?(? ???ω??? ?)? 新宝藏qwq默默抱走<br><br>Clear的声线超级温柔QAQ就像棉花糖一样酥软软呢！<br><br>可爱的洋次郎君依旧是无法割舍的呢qwq<br><br>plenty的人间喵喵【无视我的抽风】超级好听！这首Good Bye更是满满的正太阳光气息?(? ???ω??? ?)?<br><br>当然了....！还有我的男神白熊sama(????)【四块钱暴风哭泣】<br><br>Disco的风格真的惊艳！?就像穿着一条单薄的裙子在夜里大街上自嗨<br><br>嘛，希望小可爱们会喜欢qwq总之呐酱喜欢的不得了呢(&gt;ω?*?)?<br><br>封面：巴卫男神?(? ???ω??? ?)?<br>",196583,5769,33,58,"[""日语"",""治愈"",""清新""]",1003,55,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[ Pop系列 ]","某科学超电磁砲",1448928000,"<b>介绍：</b>通过串烧的方式巧妙的将每年度热门POP歌曲联合在一起。强大的混音效果讲曲风各异的流行歌曲完美地融合入一曲之中，让人从开头震撼到结尾。<br>",486190,13934,239,85,"[""欧美"",""流行"",""榜单""]",635,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[2007-2017] 一首歌听完整年欧美热单","Sebastiao",1435190400,"<b>介绍：</b>用全新的方式打开无数首全球爆红的歌，没错，一首歌mash up了一年的精彩旋律哦。排序从新到旧<br>",196907,4607,83,38,"[""小语种"",""电子"",""欧美""]",10389,123,"否","否","否","否","否","否","否","否","是","否","否","否","否","否","否"
"[藏 笛]~阿旺克曲","一缕炊烟",1407369600,"<b>介绍：</b>曾获葛莱美奖提名的西藏藏笛音乐家阿旺克曲，自幼学习藏传佛教，年轻时当过喇嘛。后来离开西藏，在佛教圣地印度，作为一名修士生活了11年。阿旺克曲 的藏笛音色低沉而平和，是探索内心世界杰作的冥想或治愈音乐代表。听他的作品如在浩瀚的喜马拉雅山上盘旋和凝思。<br>",61063,2485,39,45,"[""小语种"",""民族"",""伤感""]",5071,205,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[陈百强]?-偏偏喜欢你","-涛声依旧-",1397174400,"<b>介绍：</b>陈百强（1958年9月7日－1993年10月25日），英文名Danny Chan，所以被称为丹尼仔。他生于香港，籍贯广东台山，香港已故流行歌手，1993年10月25日因为逐渐性脑衰竭而撒手尘寰。陈百强与谭咏麟，张国荣和梅艳芳同获认为是1980年代粤语流行音乐的主要歌手，<br>",90380,1266,14,28,"[""华语"",""流行"",""经典""]",1110,231,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[戴维森㊣藏]~小提精选","一缕炊烟",1422057600,"<b>介绍：</b>高传真录音细致自然，经典怀旧情歌金曲，由小提琴与钢琴合奏，扣人心弦感人之极，永恒耐听。小提琴时而忧怨时而激扬的倾诉，和钢琴流水般的音符，犹如情侣间的对话，流畅、投入，细腻，又有适当的留白，搭配出很高雅的气氛。<br>",97988,5918,69,65,"[""欧美"",""流行"",""影视原声""]",5071,205,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否"
"[二次元女声]精致的搭配，绘构了美好","Areal肥阳",1490918400,"<b>介绍：</b>一首歌，像一张画。旋律是背景，歌声是其中的人物，歌词是神态。将它们精心地搭配在一起，就如同一张精致的图画一般，绘构了那令人难忘的美好。Pixiv ID: 62179525<br>",847621,22985,105,277,"[""日语"",""流行"",""ACG""]",32967,76,"否","否","否","否","否","否","否","是","否","否","否","否","否","否","否"
"[古典音樂史上最夢幻的大提琴組合]~精选","一缕炊烟",1422403200,"<b>介绍：</b>柏林爱乐乐团12把大提琴成立于1972年，由卡拉扬任音乐总监时期的乐团大提琴手鲁道夫策划创建，代表了目前世界上大提琴组合的最高水平。大提琴可以从幽深的低音幽谷往复至悠游展翅的高音，而大提琴本身多元表现方式的无限性及宽广的音域和活力，正是十二把大提琴和它的精神领袖鲁道夫成功的秘密。<br>",306523,22276,151,82,"[""欧美"",""古典"",""浪漫""]",5071,205,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否"
"[古风?纯音乐]花骨瘦尽，白了少年头。","墨纹云锦",1422576000,"<b>介绍：</b>花骨瘦尽，白了少年头。<br>",62267,1655,16,20,"[""华语"",""轻音乐"",""古风""]",2341,78,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[诡异&amp;抑郁]深夜，让人细思极恐的黑暗音乐","爱跳舞的猫小姐",1461196800,"<b>介绍：</b>生而为人，我很抱歉。<br>-------太宰治《二十世纪旗手》<br><br>此歌单适用于一个人在家，或是带着耳机独处一室的深夜党<br><br>歌单比较杂，什么类型都有吧<br><br>见笑了，哈哈……<br>",222434,13381,101,236,"[""孤独"",""夜晚"",""地铁""]",209,25,"否","否","否","否","否","否","否","否","否","否","否","否","是","否","否"
"[剑三]那些年感动你我的剑网三剧情歌","luluuuuuu",1429488000,"<b>介绍：</b>慕尔如星愿守心一人，从天光乍破到暮雪白头<br>",566414,28084,323,213,"[""华语"",""古风"",""游戏""]",88,32,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","是"
"[良曲集]VOCALOID入坑/厨力提升指南！","黑犬P",1433808000,"<b>介绍：</b>个人收集很久的VJ歌单，双子为主，也有少量VC，无P主倾向，审美保证，良曲保证，基本一遍就中毒那种。适用刷作业、游戏、躺尸等各种场合，不断更新。<br>",64795,6085,24,121,"[""日语"",""ACG"",""电子""]",80,10,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[梅林茂]~精选","一缕炊烟",1415145600,"<b>介绍：</b>梅林茂负责配乐的港日电影超过三十部，包括森田芳光的《其后》、王家卫的《花样年华》《2046》、黎妙雪的《恋之风景》有人评价他的电影音乐真正达到了音乐与电影合一的境界，有着震撼人心的感染力。在为王家卫完成《花样年华》的电影音乐后，梅林茂在国际上得到更大的肯定，其后陆续为《周渔的火车<br>",74601,2833,56,39,"[""日语"",""影视原声"",""流行""]",5071,205,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否"
"［年代感］欧美原声吉他弹唱精选100首","坚果____",1499385600,"<b>介绍：</b>此歌单音乐收录的标准是：原声吉他伴奏，指弹，Riff也很棒、唱腔优美、音乐整体情绪感染力强、有复古感年代感。所以我尽可能的让歌单里每首音乐都有价值细细品味。<br>",3248928,53726,487,205,"[""摇滚"",""吉他"",""民谣""]",1006,49,"否","否","否","否","否","是","否","否","是","否","否","否","否","否","否"
"［日系］青春的声音，踏着活力的鼓点！","wow-麻美-summit",1481932800,"<b>介绍：</b>青春？活力！<br>在冷冬天里多多活动一下吧！让那颗心不再冰封起来，充满活力，直立向前！<br><br>不想听节奏太强,影响神经的电音？不想听节奏太慢,死气沉沉的抒情歌？想暖和但不想运动？想做作业（or工作）但却力不从心？<br>想要打起精神吗？<br>你需要一单青春活力派的歌曲！<br>那么，请遨游在青春活力中吧！<br>",361387,12687,90,112,"[""日语"",""ACG"",""快乐""]",11506,42,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[日系雨篇]你从思念的淅沥作响中走来","Pop精灵",1493510400,"<b>介绍：</b>伫立雨中，雨丝和着轻风，万千柔情，滴落在脸颊，流入了心底，于是心中也淅淅沥沥下起一场悠悠的细雨。<br>心事纷飞，如雨瓢洒。分不清，那雨珠飞舞的美姿，是眼底的倒影，还是心中的幻景……<br>歌单结构与歌曲推荐:<br>1.雨空:纯音音乐一开始的雷鸣奏响歌单开章，让听者仿佛身临雨水来临前的情境，整个感官随着后面音乐舒缓节奏的调动又仿佛置身于一片雨雾之下；<br>3.rain stops,good bye:雨哗啦哗啦得下着，伴着只有钢琴伴奏的歌声，心境本趋平和却又被这纯美男声勾出历历动情往事搅地思绪开始感伤；<br>4.时雨:很爱这歌曲的钢琴前奏，听得想让人就这么肆意蔓延沉坠在这悲伤海洋直至无法呼吸；<br>9.雨降树の下で:第一次听到这首歌是它的中文翻唱→王心凌《蝴蝶》，没想到竟然还能邂逅到原版，旋律动听温暖，着实治愈人心；<br>11.雨のmusique:开头轻拨的吉他声一下抓人耳朵，随后温柔轻松的旋律让人沉醉其中；<br>15.End of Rain:编曲好评，旋律好评，男声好评，珍藏良曲。金星手势:完美～2333；<br>20.Raindrop:唯美的钢琴前奏搭配留声机效果引人入胜，歌词刻画了一个雨落音如琵琶声的夜晚，痴情人穿过小巷冒雨也要去见心爱之人的动人场景；<br>22.淚rain:唯美动人的旋律，搭配歌手哭腔唱法，令人心碎；<br>23.Lonely Rain:冰冷如雨的背景伴奏完美增添了全曲伤感气氛，伤心之人更爱听这治愈情歌来&quot;致郁&quot;吧；<br>29.最后の雨:幸田来未的这个翻唱版本实在太棒了，编曲重节奏鼓点加上水水充满情感的声线让这首歌变得更为动听；<br>45.恋音と雨空:传说中的开口跪2333，让初听的人忍不住单曲循环的大良曲；<br>48.雨の奇迹:作为本单第二首纯音intro起承上启下作用，曲子前半部分略沉重缓慢，象征大雨磅礴给人的闭塞感觉，后半部分曲调转轻松愉悦，象征雨势渐小给人的欣喜感；<br>49.想いはRain Rain:歌单在第二首intro前选曲风格略缓慢或感伤，这首开始到后面选曲风格偏轻松愉快，这首旋律如同雨势渐小给人的欣喜感；<br>60.After Rain:快节奏的轻摇滚用作全歌单的结尾，曲子轻快爽朗，代表着雨过天晴的愉悦和新的希望。<br>本歌单选择有关雨的良曲 收好歌单 待到雨天随歌单一起静静聆听 一个淅沥作响的雨中世界～<br>封Pid:http://www.pixiv.net/member.php?id=72950597<br>",788922,26887,170,153,"[""日语"",""流行"",""治愈""]",7979,36,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"［融合爵士］七十年代巅峰爵士音乐大师精选","坚果____",1499731200,"<b>介绍：</b>融合爵士兴起于70年代，是爵士乐众多分支之一，而且也是最为花哨，风格更加鲜明的爵士乐曲风。<br>融合爵士一般指在爵士乐的基础上，融合了摇滚乐，Funk,世界音乐等成分。<br>只要有想法，有创新，任何音乐任何乐器都可以成为融合爵士音乐中的调料。<br>融合爵士给人的感觉是，既新鲜又流行，又不失爵士乐的色彩。<br>",438092,6170,87,39,"[""爵士"",""R&amp;B/Soul"",""世界音乐""]",1006,49,"否","否","否","是","否","是","否","否","否","否","否","否","否","否","否"
"[竖琴女王?丽莎?琳]","Anita58",1395273600,"<b>介绍：</b>丽莎?琳，被称为竖琴女王，是世界民族音乐类别里的翘首。<br>",674359,35669,460,208,"[""欧美"",""古典"",""器乐""]",7800,339,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[午后的咖啡㊣藏]~提琴精选","一缕炊烟",1421625600,"<b>介绍：</b>本张专辑集结了三位当代音乐流派中最有才华的艺术家,他们分别是马丁、·霍普和怀特。琴键上极富技巧而又感性的引导下,与大提琴小提琴手 和笛手 共同演绎这张充满巨大美感专辑,大提琴产生的强劲搏动和笛音圆润音质给人留下了深刻的印象,这是大师之间合作的一张优雅而感性的新世纪音乐里上乘佳作。<br>",183089,10076,136,59,"[""欧美"",""性感"",""午休""]",5071,205,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否"
"[摇滚乐队] 定格在激情四溢的现场","下一颗巧克力",1455062400,"<b>介绍：</b>定格在激情四溢的摇滚现场<br>==============================<br>.<br>歌单收录了欧美摇滚乐队的现场演唱的经典歌曲，共计30支乐队。<br>对于录音室版，Live版更显得珍贵，因为正如“Live”，现场版是具有生命的，激情且澎湃，和无数的现场观众相关，情绪在那一刻爆发。<br>最爱乐队的最美时刻定格在那激情四溢的现场。<br>.<br>歌单封面：手稿乐队（The Script）<br>==============================<br>",757614,18486,346,267,"[""欧美"",""摇滚"",""兴奋""]",26960,54,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[朱利安·劳埃德·韦伯]~大提琴","一缕炊烟",1415145600,"<b>介绍：</b>朱利安·劳埃德·韦伯出生于1951年4月14日，是当今最著名的大提琴独奏表演家之一。他是作曲家威廉·劳埃德·韦伯的次子、著名音乐剧作曲家安德鲁·劳埃德·韦伯的弟弟。朱利安·韦伯曾在伦敦的皇家音乐学院学习，并于1973年在日内瓦完成了其师从法国大提琴演奏家皮埃尔·佛尼尔的学习生涯。<br>",260633,18400,180,72,"[""欧美"",""古典"",""流行""]",5071,205,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[Dub]回响缓拍_氛围雷鬼","Music_CooL",1428624000,"<b>介绍：</b>Dub（回响）是雷鬼乐的分支，也是一种录音手法，没有Dub你可能听不到很多的电子风格，推荐几首相关歌曲。<br>",23164,570,11,5,"[""电子"",""雷鬼""]",2770,76,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"[My little pony]小马宝莉 精选同人音乐","Brony_Rick_Lai",1452470400,"<b>介绍：</b>&lt;&lt;马国演义&gt;&gt;(转)一日，黛西方于云端小憩，忽闻下方传声曰：“我家主公邀君于橡木馆共饮。”黛西起身，却见乃是斯派克其龙。遂与同行见暮光。馆中已设樽俎，并潘趣杯盏等。二马入座对饮，酒至半酣，暮光曰：“君视吾助蹄斯派克如何？”黛西曰：“斯派克乃真龙血脉，虽其年尚幼，日后必不可估量也。”暮光曰：“夫龙者，翱翔九天，虽狮鹫天马不能及也；吞吐炎息，虽炽阳狱火所难比也。口噬金晶，盘卧深岭，鱼肉众生，动惊山岳。龙之为物，可比世之英雄。君既为韵律元素之忠诚，必知当世英雄。请试指言之。”黛西曰：“吾所阅之卷不及君之百一，天下英雄，实所未知。”暮光笑曰：“休得过谦。”黛西曰：“邪茧女王，坐拥皇位，兵精粮足，且具变化之能，可为英雄？”暮光对曰：“僻土蛮王，鼠视愚氓！”黛西曰：“无序大帝，寿享千年，弹指间天地变色，可为英雄？”暮光曰：“无序性喜怒无常，凡所为必不能久，且易信他马之言，非英雄也。”黛西曰：“有一马纵横两界，法力精深——日晖烁烁可为英雄乎？”对曰：“日晖有名无实，有小谋而乏远略，非英雄也。”黛西曰：“有一马享领千亩，家族广布——苹果杰克可为英雄乎？”对曰：“阿杰藉族之势，非英雄也。”黛西曰：“汝兄银甲，年少有为，领皇城禁军，且为水晶帝国之驸马，可为英雄？”暮光笑曰：“吾兄虽其貌神骏，然实难堪大任，非英雄也。”黛西曰：“其余如崔西、姬达、黑晶等辈如何？”暮光鼓蹄大笑：“此皆碌碌鼠辈，何足挂齿！”黛西曰：“舍此之外，某实不知。”暮光曰：“夫英雄者，必驰骋云端，睥睨苍生，振翅破空，万马来朝，具凡俗所难及之大能也。”黛西曰：“谁能当之？”暮光以蹄指黛西，后自指，曰：“今天下英雄，惟使君与暮耳！”<br>",26219,1501,50,61,"[""欧美""]",258,28,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否"
"[Salena Jones?磁性独特]","Andrea58",1413158400,"<b>介绍：</b>塞蕾娜.琼斯，有着一副似乎是烟熏火燎过的暗淡但又极具磁性的独特嗓子，宽厚而共鸣丰富的嗓音真是魅力独具！传统爵士、摇摆、拉丁、蓝调布鲁斯、流行POP甚至古典风情，都可以在她的唱片里找到！一听你就应该知道这是一位黑人女歌手的演唱。她的声线沙沙的哑哑的，象装了一块磁铁，慵懒之处不带火气<br>",60739,2121,38,20,"[""爵士"",""蓝调"",""经典""]",3496,54,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"???戏腔?繁华如梦???","_无衣",1402531200,"<b>介绍：</b>华灯未尽，几度浮沉，几度迷惘… 浊酒未冷，几番轮回，几番过往…<br>",340967,9234,60,93,"[""华语"",""古风"",""性感""]",11212,229,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"???小?魂???","_无衣",1416096000,"<b>介绍：</b>听弦断，断那三千痴缠。坠花湮，湮没一朝风涟。花若怜，落在谁的指尖。<br>",224633,11292,41,181,"[""古风"",""华语"",""治愈""]",11212,229,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"《冲出康普顿》电影原声带","漫步在这人生里",1441238400,"<b>介绍：</b>电影Straight Outta Compton（《冲出康普顿》）歌单，都是本人自己找的，有部分歌曲找不到，欢迎补充。<br>",87388,2700,47,93,"[""欧美"",""说唱"",""榜单""]",68,17,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"《动漫燃曲》怒涛の反击！！","o喵喵君Oo",1442102400,"<b>介绍：</b>燃烧吧 我的小宇宙哟<br>",68660,1162,4,17,"[""日语"",""ACG"",""兴奋""]",513,20,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"《黄金时段1314》（何乾梁）串烧歌原曲合集","极奇迹",1425340800,"<b>介绍：</b>TVB、ATV经典粤语电视剧主题曲串烧歌《黄金时段1314》的每一首歌按出场顺序排序。完美歌单50首完成。<br>",56520,1182,30,31,"[""粤语"",""流行"",""经典""]",32,32,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"《你會哭的 1》","橘宫美医生",1482710400,"<b>介绍：</b>I hate to see you go<br>I won't forget now<br>",3118051,89824,719,1049,"[""欧美"",""孤独""]",8043,23,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"《瑞克和莫蒂》Rick and Morty ★ 美剧音乐","赫连连",1441238400,"<b>介绍：</b>脑洞不能再大了。每集结尾都有些小温馨。你是要Rick外公还是要多啦A梦：）<br>",174008,5484,168,189,"[""欧美"",""影视原声"",""快乐""]",3448,156,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"《少女与战车》各学园背景音乐人声版","YJHSEMT",1466640000,"<b>介绍：</b>《少女与战车》各学园背景音乐人声版：<br>其中部分歌曲由于版本较多所以也选择多版本。<br>歌曲对应如下：<br><br>圣葛罗莉安娜女子学院：<br>《不列颠掷弹兵进行曲（英国掷弹兵）》——《The British Grenadiers》<br>桑德斯大学附属高中：<br>《共和国战歌》——《The Battle Hymn of the Republic》<br>《陆军进行曲》——《The Army Goes Rolling Along》<br>《美国野战炮兵进行曲》——《U. S. Field Artillery》<br>真理高中：<br>《喀秋莎》——《Катюша》<br>《草原骑兵歌》——《Полюшко-поле》<br>黑森峰女学园：<br>《艾莉卡》——《Erika》<br>《装甲兵进行曲》——《Panzerlied》<br>安齐奥高中:<br>《登山缆车》——《Funiculì, Funiculà》<br>知波单学园：<br>《雪の進軍》<br>大学选拔队：<br>《当约翰尼迈步回家时》(T28超重战车登场时使用)——《When Johnny Comes Marching Home》<br>继续高中：<br>《S?kkij?rven polkka》<br><br>PS, 继续神曲突然被黑掉了 我想想办法看看能不能补上 （wangyi飞妈<br>",203576,8240,48,116,"[""欧美"",""日语""]",36,12,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"《使命召唤12:黑色行动3》原声大碟","究刺少女大百合",1446940800,"<b>介绍：</b>使命召唤黑色行动3的一些预告片bgm或者剧情bgm集合<br>",37559,1721,14,80,"[""游戏"",""金属"",""兴奋""]",1292,81,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"《中国有嘻哈》Diss/diss back","TG-Yuang",1494201600,"",23989,460,41,12,"[""说唱"",""世界音乐""]",20,3,"否","否","否","否","否","否","否","否","否","否","否","否","否","是","否"
"《最后的莫西干人》 你到底有多少个版！","繁星-点典",1474070400,"<b>介绍：</b>《最后的莫西干人》<br><br>是一部 詹姆斯·费尼莫尔·库柏编写的小说?（同名电影是根据小说而作）<br><br>《最后的莫西干人》是《皮袜子故事集》中最出色的一部，也是詹姆斯·费尼莫尔·库柏编写小说中的精品。<br><br>故事发生在十八世纪五十年代末期，英法两国为争夺北美殖民地而进行的“七年战争”的第三年,在赫德森河的源头和乔治湖一带这儿是一片腥风血雨的战场。小说以威廉·亨利堡司令孟罗上校的两个女儿科拉和艾丽斯，前往堡垒探望父亲途中被劫持的经历为主线，展开了在原始森林中追踪、伏击、战斗等一系列惊险情节的描写。主人公纳蒂·邦波，此时已做了英军的侦察员，并已获得“鹰眼”的绰号，他和他的老友莫西干族酋长“大蟒蛇”钦加哥，以及钦加哥的儿子“快腿鹿”恩卡斯挺身而出，为了救出姐妹俩，和劫持者展开了一场惊心动魄的斗争，最后以一场大厮杀而告终。<br><br>它充分体现了：北美殖民地的发展史，实质上就是这样一部印第安人的血泪史。<br><br>",80663,2288,58,66,"[""New Age"",""世界音乐"",""治愈""]",5939,41,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"《Rick and Morty》原声大碟 (瑞克和莫蒂)","黄泉hj",1451088000,"<b>介绍：</b>African Dream Pop<br>Flu Rap by Ryan Elder feat. Dan Harmon<br>Human Music<br>The Small Intestine Song<br>Mrs. Pancake's Pleasure Chamber <br>by RyanElder<br><br>",35996,1014,20,32,"[""影视原声""]",802,231,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"《Undertale》","DXgr-",1476144000,"<b>介绍：</b>决心<br>",96485,3048,31,422,"[""游戏""]",55,4,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「 ?? 」","不正常思维",1426204800,"<b>介绍：</b>Weed &amp; Roll &amp; Smoke &amp; 飞行员 &amp; 420 挣扎于腐烂的躯壳<br>",161167,4186,81,122,"[""另类/独立"",""孤独"",""经典""]",297,28,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「 420 」","不正常思维",1422835200,"<b>介绍：</b>weed 420 另种高飞感受<br>",65668,1624,33,75,"[""轻音乐"",""治愈"",""安静""]",297,28,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「 大家嗨，才是真的嗨 ！」","百变女皇丶Coco",1445212800,"<b>介绍：</b>有些人我都懒得去反驳你，不喜欢可以不听，非弄的跟我强迫你听的一样。<br>",658403,13489,152,102,"[""电子"",""舞曲"",""酒吧""]",5951,11,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「 幻 」? ②","loving木",1422403200,"<b>介绍：</b>欢迎乘坐本次航班 ? 祝您旅途愉快<br>????????????????<br>下次航班请搭乘 「 幻 」? ③<br><br>",404072,10572,176,119,"[""欧美"",""电子"",""另类/独立""]",4165,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"「 幻 」? ③","loving木",1426636800,"<b>介绍：</b>欢迎乘坐本次航班 ? 祝您旅途愉快<br>????????????????<br>下次航班请搭乘 「 幻 」? ④<br><br>",536056,13614,240,109,"[""欧美"",""电子"",""另类/独立""]",4165,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
